text,label,theme,sentiment,date,source,Facility
All mom-care is good.  All baby NICU nurses were awesome except one (believe it was day 07/07/2020; her badge name was flip where name is not shown).  She was rude.  We are first time parents and if/when needed to be  back to feed baby but her respond was baby eat whenever and was not helpful at all for her care in our baby.  Only issue we had.,3,Emotional Support,0,9/28/2024,X/Twitter,Kaiser Permanente
"During the 4 days I was at Eden, all the nurses and other staff treated me well. Only once was I in distress and nobody would come to help until after I stuck my head into the hallway and yelled at a doctor sitting at the nurse's station that was otherwise vacant because of a staff meeting no excuse for not answering a call for over 30 minutes!",3,Staff (interaction with nurses and other staff),0,5/3/2025,X/Twitter,Kaiser Permanente
"During my stay, I had a knee replacement.  Staff was unable to provide a popper ice pack for the swelling upon my return to my room from surgery.  There was none available I was told.  Nurse got a garbage (large) bag and full with ice .  Bag was unable properly secure on my knee  For that reason, I chose to leave the hospital the following day.",4,Staff (Inadequate provision of equipment for pain management),-0.5,1/5/2025,Google,Kaiser Permanente
"Staff in the lab, radiology, rehab and other specialty areas were TERRIFIC! They not only listened, but they really seemed to CARE!  These surveys however, never seem to fix anything - so it's more a waste of time.  If I have a complaint I will write straight to the head of the hospital or make a call.  Nursing and rehab staff were outstanding!",3,Emotional Support (Staff),0,8/14/2024,Google,Kaiser Permanente
"I was, overall, very pleased with my care @ Eden Medical Center.  However, the discharge process was confusing, extremely delay and disappointing.  We had to wait almost 3 hours to be discharged and received no written materials to help w/my after care and our baby's care.  In addition, I never received my medication (motrin & stools softener).",3,Discharge Process,0,9/13/2024,Yelp,Kaiser Permanente
I was very surprised to discover that meals were not provided to support partners.  This then forced my husband to have to chose to leave our room (and risk exposure to Covid -19) in order to get some food during our entire hospital stay.  We would have been much happier if an option to purchase meals to be brought to our room had been offered.,4,"Food, Emotional Support",-0.5,7/11/2024,Google,Kaiser Permanente
"Dr. (female) who visited on 10/7/20 said, 'you don't look sick and the hospital is pretty full, you're in the pediatric wing, so you'll will probably go home tomorrow.' I went home the next day, and I'm still having complications from diverticulitis.  Surgery on December 7, 2020.  Maybe this would've been resolved then if had looked more sick.",4,Emotional Support,-0.5,5/8/2025,Google,Kaiser Permanente
Nurses Mandy & Shelby were amazing!  -  Dr. Kim did an excellent job delivering my baby.  -  fewer tests & checks on baby & me would have meant more sleep postpartum.  -  Lab failed to test one newborn blood sample before it clotted.  It had to be taken again.  -  Too many heel sticks for food collection on my newborn.  Could they be combined?,3,"Staff, Care (for both Patient and Baby), Cleanliness (implicit in ""fewer tests & checks"" and ""Lab failed to test""), Communication (implied in ""tests & checks"", ""had to be taken again"")",0,9/29/2024,X/Twitter,Kaiser Permanente
"Everyone starting in the ER to the nursing unit and doctor or staff, food service, lab, xr, rt and evs treated me and took care of me with the most amazing care and courtesy and dignity in a difficult emergency situations.  Sutter Santa Rova Reginal HOsptial is the best hospital to be on your side.  All the nurses doctors and CNAs are awesome.",0,Staff,1,10/6/2024,Yelp,Kaiser Permanente
"Emergency room crew was awesome!  Dr Kovacik and Elizabeth the ER nurse were both outstanding.  Dr Jamshed was short and uncaring, she prescribed Tramadol and Norco together, not knowing you can't do that.  She was rude and didn't see to care about me.  I left the hospital very mad, everything else about the staff and hospital was outstanding.",3,"Staff (Staff, Bedside Manners)",0,5/3/2025,Google,Kaiser Permanente
During Covid 19 our spouses weren't able to come in and get discharge instructions.  I did not receive correct instructions so my incision got infected and I had to do it over which took 8 weeks to heal which meant no cancer treatment.  And that shorted my life expectancy from 6-9 months to 3-6 months.  Your lucky it's not going into a lawsuit,4,"Emotional Support, Safety, Communication",-0.5,1/12/2025,Yelp,Kaiser Permanente
"In Er 7 - 9 hrs with no food or water.  I asked and nurse said she'd ""dig something up.""  Never did.  Got room at about 10 -10:30 pm.  Finally got cold sandwich jello and pudding.  I am 71 yrs old and had not eaten since breakfast.  Tried to be patient with staff under covid 19 stress but nothing to eat or drink since early morning?  Not good.",4,"Wait Time, Food",-0.5,7/6/2024,Google,Kaiser Permanente
Excellent discharge instructions.  - Alarms rarely answered.  They would beep for up to 45 minutes during night  - My room experience was unpleasant.  My roommate had a row of chairs all the way around her bed & had visitors all day.  My bed & area was squished into the corner.  It was difficult to rest.  I deserved a better room (I did ask).,3,"Emotional Support, Facilities, Cleanliness",0,1/1/2025,Google,Kaiser Permanente
"I was in hospital for a (R) (hip replacement) THA upon discharge, I was assured by ""case worker"" Gerald that I would be contacted in 24 - 48 hours by someone to set up home services for 2 weeks.  Never happened.  When my surgeon's office called to inquire, they were told that I could drive myself to PT.  Many issues w/ stay and level of care.",4,Emotional Support / Communication,-0.5,9/29/2024,Google,Kaiser Permanente
"Translated from Spanish - Yes.  I, Gerardo Petino Chavez would like to say through this survey thank you to the doctors who did my transplants and all the staff who worked with me since thanks to you all today I feel much better.  And thank God for giving me a second opportunity to keep living.  Thank you so much, thank you so much.  Gerardo",1,Emotional Support,0.5,9/14/2024,Yelp,Kaiser Permanente
There were 2 instances w/ anesthesiologist 1).  The doctor had some difficulty finding the nerve in my neck to numb my right arm.  2)  I had an IV port on left hand.  When anesthesia was injected there was some pain.  The head nurse figured out what was going on.  She remove the blood pressure wrap on the left arm.  Then everything was fine.,3,Pain Management,0,12/3/2024,Yelp,Kaiser Permanente
"Every caregiver treated me as if I were a beloved family member.  Never could I have imagined that a potential life-threatening illness would be a positive experience.  Here are the first names of those I remember as being especially kind: Eunice, Thelma, Carolina, Nilo, Hershey and Eselena.  All were on the med/surge unit when I was there.",1,Emotional Support,0.5,9/18/2024,X/Twitter,Kaiser Permanente
Overall it was a positive stay  There were several view RNs in ICU that did not address my constipation - on the 4th and 5th day I finally got an experienced RN that helped  Staff was always kind to my husband - one RN in ICU answered my call light but never got my nurse + one RN on the floor went to dinner instead of giving me my pain med.,4,Staff (for both positive interactions and negligence regarding constipation issue),-0.5,10/2/2024,X/Twitter,Kaiser Permanente
"This was a flu negative ILI on Feb 3rd.  Would be nice to be an early test of COVID antibody.  Not sure if you are following you ILIs.  Also, you need to work on nighttime vitals coordination.  She was q2hr vitals and q2hr neb. on alternating hours.  So I was woken up every hour.  Not nice, nor healing.  Otherwise it was an excellent visit.",3,Emotional Support (Nighttime vitals coordination),0,9/26/2024,Google,Kaiser Permanente
"There were two days where I did not get breakfast because it was not ordered for me.  My mom was my support person and stayed in the hospital with me, she was never offered a meal or drinks or anything.  The bathroom did not have any supplies I had to ask for towels & supplies also for ice and water for my mom along with blankets & pillows.",4,"Cleanliness (Bathroom Supplies), Food, Emotional Support (Support Person)",-0.5,11/19/2024,Yelp,Kaiser Permanente
